AGREGACAO;MUNICIPIO;RECONHECIMENTO;GESTOR;TIPO;FONTE;EIXO;SUBEIXO;FINALIDADE;PAGO
Municipal;SERTAO;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;7.038,00
Municipal;SERTAO;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;178.579,00
Municipal;SERTAO;Situacao de Emergencia;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;11.290,00
Municipal;SERTAO;Situacao de Emergencia;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Alimentacao escolar: parcela extra;9.409,60
Municipal;SERTAO;Situacao de Emergencia;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;322.006,00
Municipal;SERTAO;Situacao de Emergencia;MF;Prorrogacao;Financiamento;Apoio as Empresas;Prorrogacoes;Prorrogacao de tributos e suspensao de dividas;1.198.077,80
Municipal;SERTAO;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAMPE SOLIDARIO;968.119,00
Municipal;SERTAO;Situacao de Emergencia;MPS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao dos Beneficios Previdenciarios;3.188.360,61
Municipal;SERTAO;Situacao de Emergencia;MS;Antecipacao;Orcamento Federal;Medidas para os Municipios;Saude;Antecipacao do Piso Nacional da Enfermagem;5.665,98
Municipal;SERTAO;Situacao de Emergencia;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;1.316.437,44
Municipal;SERTAO;Situacao de Emergencia;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;204.884,00
Municipal;SERTAO;Situacao de Emergencia;MTE;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Seguro desemprego;18.799,00
Municipal;SERTAO SANTANA;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;1.122,00
Municipal;SERTAO SANTANA;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;243.510,00
Municipal;SERTAO SANTANA;Situacao de Emergencia;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;7.687,00
Municipal;SERTAO SANTANA;Situacao de Emergencia;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos;30.400,00
Municipal;SERTAO SANTANA;Situacao de Emergencia;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;309.090,00
Municipal;SERTAO SANTANA;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAMPE SOLIDARIO;684.900,99
Municipal;SERTAO SANTANA;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Empresas;Programa Emergencial de Acesso a Credito (PEAC);410.000,00
Municipal;SERTAO SANTANA;Situacao de Emergencia;MS;Antecipacao;Orcamento Federal;Medidas para os Municipios;Saude;Antecipacao do Piso Nacional da Enfermagem;16.089,45
Municipal;SERTAO SANTANA;Situacao de Emergencia;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;1.042.602,22
Municipal;SERTAO SANTANA;Situacao de Emergencia;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;154.400,00
Municipal;SETE DE SETEMBRO;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;510,00
Municipal;SETE DE SETEMBRO;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;56.194,00
Municipal;SETE DE SETEMBRO;Situacao de Emergencia;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;8.400,00
Municipal;SETE DE SETEMBRO;Situacao de Emergencia;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;81.945,00
Municipal;SETE DE SETEMBRO;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAF/PRONAMP;69.000,00
Municipal;SETE DE SETEMBRO;Situacao de Emergencia;MIDR;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Defesa Civil;Defesa Civil: resgate, resposta e reconstrucao;37.200,00
Municipal;SETE DE SETEMBRO;Situacao de Emergencia;MS;Antecipacao;Orcamento Federal;Medidas para os Municipios;Saude;Antecipacao do Piso Nacional da Enfermagem;529,65
Municipal;SETE DE SETEMBRO;Situacao de Emergencia;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;128.368,99
Municipal;SETE DE SETEMBRO;Situacao de Emergencia;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;36.479,00
Municipal;SEVERIANO DE ALMEIDA;Estado de Calamidade Publica;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;714,00
Municipal;SEVERIANO DE ALMEIDA;Estado de Calamidade Publica;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;37.945,00
Municipal;SEVERIANO DE ALMEIDA;Estado de Calamidade Publica;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do BPC;42.360,00
Municipal;SEVERIANO DE ALMEIDA;Estado de Calamidade Publica;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;600,00
Municipal;SEVERIANO DE ALMEIDA;Estado de Calamidade Publica;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Alimentacao escolar: parcela extra;4.041,80
Municipal;SEVERIANO DE ALMEIDA;Estado de Calamidade Publica;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;139.080,00
Municipal;SEVERIANO DE ALMEIDA;Estado de Calamidade Publica;MF;Prorrogacao;Financiamento;Apoio as Empresas;Prorrogacoes;Prorrogacao de tributos e suspensao de dividas;683.438,85
Municipal;SEVERIANO DE ALMEIDA;Estado de Calamidade Publica;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAF/PRONAMP;1.939.595,13
Municipal;SEVERIANO DE ALMEIDA;Estado de Calamidade Publica;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAMPE SOLIDARIO;2.009.400,00
Municipal;SEVERIANO DE ALMEIDA;Estado de Calamidade Publica;MF;Recursos Novos;Orcamento Federal;Apoio as Empresas;Credito para Empresas;Credito a empresas de todos os portes via Fundo Social;4.150.000,00
Municipal;SEVERIANO DE ALMEIDA;Estado de Calamidade Publica;MF;Recursos Novos;Orcamento Federal;Medidas para os Municipios;FPM;Fundo de Participacao dos Municipios (FPM);1.163.250,91
Municipal;SEVERIANO DE ALMEIDA;Estado de Calamidade Publica;MIDR;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Auxilio Reconstrucao;316.200,00
Municipal;SEVERIANO DE ALMEIDA;Estado de Calamidade Publica;MPS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao dos Beneficios Previdenciarios;2.203.431,09
Municipal;SEVERIANO DE ALMEIDA;Estado de Calamidade Publica;MS;Antecipacao;Orcamento Federal;Medidas para os Municipios;Saude;Antecipacao do Piso Nacional da Enfermagem;12,57
Municipal;SEVERIANO DE ALMEIDA;Estado de Calamidade Publica;MS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Saude;Atencao Primaria - custeio de servicos: aumento demanda;904.991,52
Municipal;SEVERIANO DE ALMEIDA;Estado de Calamidade Publica;MS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Saude;Vigilancia epidemiologica: rede de frios, computadores e vacinas;5.000,00
Municipal;SEVERIANO DE ALMEIDA;Estado de Calamidade Publica;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;750.229,44
Municipal;SEVERIANO DE ALMEIDA;Estado de Calamidade Publica;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;152.520,00
Municipal;SEVERIANO DE ALMEIDA;Estado de Calamidade Publica;MTE;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Seguro desemprego;32.014,00
Municipal;SILVEIRA MARTINS;Estado de Calamidade Publica;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;2.754,00
Municipal;SILVEIRA MARTINS;Estado de Calamidade Publica;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;92.316,00
Municipal;SILVEIRA MARTINS;Estado de Calamidade Publica;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do BPC;39.536,00
Municipal;SILVEIRA MARTINS;Estado de Calamidade Publica;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;3.100,00
Municipal;SILVEIRA MARTINS;Estado de Calamidade Publica;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Alimentacao escolar: parcela extra;3.433,60
Municipal;SILVEIRA MARTINS;Estado de Calamidade Publica;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos;7.600,00
Municipal;SILVEIRA MARTINS;Estado de Calamidade Publica;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;129.455,00
Municipal;SILVEIRA MARTINS;Estado de Calamidade Publica;MF;Prorrogacao;Financiamento;Apoio as Empresas;Prorrogacoes;Prorrogacao de tributos e suspensao de dividas;7.475,80
Municipal;SILVEIRA MARTINS;Estado de Calamidade Publica;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAF/PRONAMP;1.144.800,00
Municipal;SILVEIRA MARTINS;Estado de Calamidade Publica;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAMPE SOLIDARIO;250.000,00
Municipal;SILVEIRA MARTINS;Estado de Calamidade Publica;MF;Recursos Novos;Orcamento Federal;Apoio as Empresas;Credito para Empresas;Credito a empresas de todos os portes via Fundo Social;1.000.000,00
Municipal;SILVEIRA MARTINS;Estado de Calamidade Publica;MF;Recursos Novos;Orcamento Federal;Medidas para os Municipios;FPM;Fundo de Participacao dos Municipios (FPM);1.163.250,91
Municipal;SILVEIRA MARTINS;Estado de Calamidade Publica;MIDR;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Auxilio Reconstrucao;76.500,00
Municipal;SILVEIRA MARTINS;Estado de Calamidade Publica;MIDR;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Defesa Civil;Defesa Civil: resgate, resposta e reconstrucao;305.852,47
Municipal;SILVEIRA MARTINS;Estado de Calamidade Publica;MPS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao dos Beneficios Previdenciarios;1.366.070,77
Municipal;SILVEIRA MARTINS;Estado de Calamidade Publica;MS;Antecipacao;Orcamento Federal;Medidas para os Municipios;Saude;Antecipacao do Piso Nacional da Enfermagem;188,44
Municipal;SILVEIRA MARTINS;Estado de Calamidade Publica;MS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Saude;Atencao Primaria - custeio de servicos: aumento demanda;57.702,98
Municipal;SILVEIRA MARTINS;Estado de Calamidade Publica;MS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Saude;Vigilancia epidemiologica: rede de frios, computadores e vacinas;5.000,00
Municipal;SILVEIRA MARTINS;Estado de Calamidade Publica;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;451.351,54
Municipal;SILVEIRA MARTINS;Estado de Calamidade Publica;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;83.203,00
Municipal;SILVEIRA MARTINS;Estado de Calamidade Publica;MTE;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Seguro desemprego;14.610,00
Municipal;SINIMBU;Estado de Calamidade Publica;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;17.544,00
Municipal;SINIMBU;Estado de Calamidade Publica;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;362.821,00
Municipal;SINIMBU;Estado de Calamidade Publica;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do BPC;132.728,00
Municipal;SINIMBU;Estado de Calamidade Publica;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;8.825,00
Municipal;SINIMBU;Estado de Calamidade Publica;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Alimentacao escolar: parcela extra;14.321,60
Municipal;SINIMBU;Estado de Calamidade Publica;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos;22.800,00
Municipal;SINIMBU;Estado de Calamidade Publica;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;178.480,00
Municipal;SINIMBU;Estado de Calamidade Publica;MF;Prorrogacao;Financiamento;Apoio as Empresas;Prorrogacoes;Prorrogacao de tributos e suspensao de dividas;1.061.531,19
Municipal;SINIMBU;Estado de Calamidade Publica;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAF/PRONAMP;3.170.687,45
Municipal;SINIMBU;Estado de Calamidade Publica;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAMPE SOLIDARIO;5.703.779,19
Municipal;SINIMBU;Estado de Calamidade Publica;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Empresas;Programa Emergencial de Acesso a Credito (PEAC);1.000.000,00
Municipal;SINIMBU;Estado de Calamidade Publica;MF;Recursos Novos;Orcamento Federal;Apoio as Empresas;Credito para Empresas;Credito a empresas de todos os portes via Fundo Social;3.550.000,00
Municipal;SINIMBU;Estado de Calamidade Publica;MF;Recursos Novos;Orcamento Federal;Medidas para os Municipios;FPM;Fundo de Participacao dos Municipios (FPM);1.509.018,61
Municipal;SINIMBU;Estado de Calamidade Publica;MIDR;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Auxilio Reconstrucao;1.178.100,00
Municipal;SINIMBU;Estado de Calamidade Publica;MIDR;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Defesa Civil;Defesa Civil: resgate, resposta e reconstrucao;2.229.360,38
Municipal;SINIMBU;Estado de Calamidade Publica;MPS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao dos Beneficios Previdenciarios;5.170.238,71
Municipal;SINIMBU;Estado de Calamidade Publica;MS;Antecipacao;Orcamento Federal;Medidas para os Municipios;Saude;Antecipacao do Piso Nacional da Enfermagem;15.789,63
Municipal;SINIMBU;Estado de Calamidade Publica;MS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Saude;Atencao especializada - custeio de servicos: Aumento demanda;12.145,66
Municipal;SINIMBU;Estado de Calamidade Publica;MS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Saude;Atencao Primaria - custeio de servicos: aumento demanda;2.545.986,55
Municipal;SINIMBU;Estado de Calamidade Publica;MS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Saude;Vigilancia epidemiologica: rede de frios, computadores e vacinas;6.273,00
Municipal;SINIMBU;Estado de Calamidade Publica;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;2.209.812,96
Municipal;SINIMBU;Estado de Calamidade Publica;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;236.662,00
Municipal;SINIMBU;Estado de Calamidade Publica;MTE;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Seguro desemprego;25.437,00
Municipal;SOBRADINHO;Estado de Calamidade Publica;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;19.380,00
Municipal;SOBRADINHO;Estado de Calamidade Publica;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;451.956,00
Municipal;SOBRADINHO;Estado de Calamidade Publica;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do BPC;602.924,00
Municipal;SOBRADINHO;Estado de Calamidade Publica;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;18.660,00
Municipal;SOBRADINHO;Estado de Calamidade Publica;MDS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Assistencia Social;Seguranca alimentar e assistencia social: PAA, cestas, abrigos e parcela extra SUAS;120.000,00
Municipal;SOBRADINHO;Estado de Calamidade Publica;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Alimentacao escolar: parcela extra;26.710,20
Municipal;SOBRADINHO;Estado de Calamidade Publica;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos;30.400,00
Municipal;SOBRADINHO;Estado de Calamidade Publica;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;803.108,00
Municipal;SOBRADINHO;Estado de Calamidade Publica;MF;Prorrogacao;Financiamento;Apoio as Empresas;Prorrogacoes;Prorrogacao de tributos e suspensao de dividas;2.885.696,70
Municipal;SOBRADINHO;Estado de Calamidade Publica;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAF/PRONAMP;3.340.738,23
Municipal;SOBRADINHO;Estado de Calamidade Publica;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAMPE SOLIDARIO;13.820.166,84
Municipal;SOBRADINHO;Estado de Calamidade Publica;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Empresas;Programa Emergencial de Acesso a Credito (PEAC);546.500,00
Municipal;SOBRADINHO;Estado de Calamidade Publica;MF;Recursos Novos;Orcamento Federal;Apoio as Empresas;Credito para Empresas;Credito a empresas de todos os portes via Fundo Social;2.320.000,00
Municipal;SOBRADINHO;Estado de Calamidade Publica;MF;Recursos Novos;Orcamento Federal;Medidas para os Municipios;FPM;Fundo de Participacao dos Municipios (FPM);1.938.751,53
Municipal;SOBRADINHO;Estado de Calamidade Publica;MIDR;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Auxilio Reconstrucao;2.101.200,00
Municipal;SOBRADINHO;Estado de Calamidade Publica;MIDR;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Defesa Civil;Defesa Civil: resgate, resposta e reconstrucao;1.656.398,65
Municipal;SOBRADINHO;Estado de Calamidade Publica;MPS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao dos Beneficios Previdenciarios;6.984.769,58
Municipal;SOBRADINHO;Estado de Calamidade Publica;MS;Antecipacao;Orcamento Federal;Medidas para os Municipios;Saude;Antecipacao do Piso Nacional da Enfermagem;10.568,64
Municipal;SOBRADINHO;Estado de Calamidade Publica;MS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Saude;Atencao Primaria - custeio de servicos: aumento demanda;445.450,12
Municipal;SOBRADINHO;Estado de Calamidade Publica;MS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Saude;Vigilancia epidemiologica: rede de frios, computadores e vacinas;10.403,00
Municipal;SOBRADINHO;Estado de Calamidade Publica;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;3.607.788,73
Municipal;SOBRADINHO;Estado de Calamidade Publica;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;984.532,00
Municipal;SOBRADINHO;Estado de Calamidade Publica;MTE;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Seguro desemprego;215.306,00
Municipal;SOLEDADE;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;40.698,00
Municipal;SOLEDADE;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;1.557.156,00
Municipal;SOLEDADE;Situacao de Emergencia;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;32.700,00
Municipal;SOLEDADE;Situacao de Emergencia;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Alimentacao escolar: parcela extra;44.936,60
Municipal;SOLEDADE;Situacao de Emergencia;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos;121.600,00
Municipal;SOLEDADE;Situacao de Emergencia;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;1.963.917,00
Municipal;SOLEDADE;Situacao de Emergencia;MF;Prorrogacao;Financiamento;Apoio as Empresas;Prorrogacoes;Prorrogacao de tributos e suspensao de dividas;6.837.857,10
Municipal;SOLEDADE;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAF/PRONAMP;1.823.397,03
Municipal;SOLEDADE;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAMPE SOLIDARIO;1.909.290,00
Municipal;SOLEDADE;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Empresas;Programa Emergencial de Acesso a Credito (PEAC);23.975,00
Municipal;SOLEDADE;Situacao de Emergencia;MIDR;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Auxilio Reconstrucao;744.600,00
Municipal;SOLEDADE;Situacao de Emergencia;MIDR;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Defesa Civil;Defesa Civil: resgate, resposta e reconstrucao;61.631,61
Municipal;SOLEDADE;Situacao de Emergencia;MPS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao dos Beneficios Previdenciarios;11.242.257,80
Municipal;SOLEDADE;Situacao de Emergencia;MS;Antecipacao;Orcamento Federal;Medidas para os Municipios;Saude;Antecipacao do Piso Nacional da Enfermagem;39.784,08
Municipal;SOLEDADE;Situacao de Emergencia;MS;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Saude;Vigilancia epidemiologica: rede de frios, computadores e vacinas;133.213,00
Municipal;SOLEDADE;Situacao de Emergencia;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;8.652.832,99
Municipal;SOLEDADE;Situacao de Emergencia;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;1.998.233,00
Municipal;SOLEDADE;Situacao de Emergencia;MTE;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Seguro desemprego;532.707,00
Municipal;TABAI;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;5.100,00
Municipal;TABAI;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;159.212,00
Municipal;TABAI;Situacao de Emergencia;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;2.850,00
Municipal;TABAI;Situacao de Emergencia;MEC;Recursos Novos;Orcamento Federal;Medidas para os Municipios;Educacao;Alimentacao escolar: parcela extra;9.737,60
Municipal;TABAI;Situacao de Emergencia;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;169.762,00
Municipal;TABAI;Situacao de Emergencia;MF;Prorrogacao;Financiamento;Apoio as Empresas;Prorrogacoes;Prorrogacao de tributos e suspensao de dividas;113.242,70
Municipal;TABAI;Situacao de Emergencia;MF;Recursos Novos;Financiamento;Apoio as Empresas;Credito para Agricultores;PRONAMPE SOLIDARIO;290.000,00
Municipal;TABAI;Situacao de Emergencia;MPS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao dos Beneficios Previdenciarios;1.931.387,66
Municipal;TABAI;Situacao de Emergencia;MTE;Antecipacao;Financiamento;Cuidado com as Pessoas;Antecipacao;FGTS - Saque Calamidade;969.668,74
Municipal;TABAI;Situacao de Emergencia;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;313.044,00
Municipal;TABAI;Situacao de Emergencia;MTE;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Seguro desemprego;44.783,00
Municipal;TAPEJARA;Nem Emergencia / Nem Calamidade;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;8.568,00
Municipal;TAPEJARA;Nem Emergencia / Nem Calamidade;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;435.199,00
Municipal;TAPEJARA;Nem Emergencia / Nem Calamidade;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;194.606,00
Municipal;TAPEJARA;Nem Emergencia / Nem Calamidade;MF;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do IRPF;1.818.789,00
Municipal;TAPEJARA;Nem Emergencia / Nem Calamidade;MS;Antecipacao;Orcamento Federal;Medidas para os Municipios;Saude;Antecipacao do Piso Nacional da Enfermagem;11.680,73
Municipal;TAPEJARA;Nem Emergencia / Nem Calamidade;MTE;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Abono Salarial;2.655.826,00
Municipal;TAPERA;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Auxilio-Gas;408,00
Municipal;TAPERA;Situacao de Emergencia;MDS;Antecipacao;Orcamento Federal;Cuidado com as Pessoas;Antecipacao;Antecipacao do Bolsa-Familia;106.482,00
Municipal;TAPERA;Situacao de Emergencia;MDS;Recursos Novos;Orcamento Federal;Cuidado com as Pessoas;Recursos Novos;Bolsa Familia: novas familias incluidas;3.152,00
